Pressure,Flow Rate,Temperature,Consumption Level,Material Type,Age,Maintenance History,Leak
12.35,93.85,29.77,384.14,Cast Iron,12,Poor,1
38.24,65.49,13.14,733.75,Copper,13,Average,1
50.65,24.24,19.29,205.44,PVC,7,Average,0
60.19,46.78,5.15,310.18,Copper,9,Average,0
39.64,26.97,33.52,146.16,Cast Iron,28,Good,0
36.49,31.97,23.12,478.49,Steel,18,Poor,1
53.61,43.2,15.73,997.86,Steel,21,Poor,1
55.91,52.26,23.04,991.6,Cast Iron,48,Poor,1
47.05,91.13,31.19,749.9,HDPE,40,Average,1
39.29,37.78,7.39,382.72,Copper,7,Average,0
36.77,40.55,31.64,948.07,Copper,11,Poor,1
17.29,31.65,13.91,420.63,Copper,32,Average,1
23.91,62.45,29.28,632.65,HDPE,32,Poor,1
44.23,36.4,34.44,955.76,Cast Iron,38,Average,1
19.33,73.24,15.96,384.56,HDPE,31,Average,1
73.74,13.06,32.74,232.56,Cast Iron,27,Average,0
67.06,43.5,30.26,338.44,PVC,25,Good,0
42.93,24.41,7.49,82.78,Steel,29,Average,0
60.89,35.72,8.49,128.14,Steel,22,Average,0
35.69,48.53,17.54,175.68,Copper,27,Good,0
23.62,91.35,21.63,629.52,Copper,47,Poor,1
39.69,37.42,13.31,190.83,PVC,28,Good,0
44.92,35.77,18.49,135.47,HDPE,2,Good,0
79.05,49.69,13.87,148.67,Copper,18,Good,0
62.52,42.21,12.86,402.68,Copper,13,Average,0
42.79,23.91,14.24,138.33,PVC,9,Good,0
42.87,40.16,18.49,783.64,Steel,22,Poor,1
43.15,24.76,28.66,499.99,PVC,5,Good,0
75.65,19.5,27.5,325.94,Steel,28,Good,0
44.37,39.72,29.88,184.38,PVC,26,Good,0
37.38,29.45,29.41,261.53,Cast Iron,10,Average,0
40.11,86.4,29.0,663.22,Cast Iron,45,Average,1
17.32,77.32,17.34,560.59,Copper,16,Average,1
43.24,53.95,15.71,202.03,HDPE,27,Poor,1
53.75,55.66,17.39,999.59,Steel,33,Average,1
20.38,47.93,6.31,353.05,Copper,39,Poor,1
58.24,45.8,9.9,822.57,Cast Iron,32,Average,1
16.53,34.16,25.42,410.13,HDPE,48,Average,1
49.69,30.77,32.4,127.95,Copper,30,Good,0
30.11,57.64,18.19,360.73,Copper,43,Poor,1
15.84,69.53,17.1,494.88,HDPE,36,Poor,1
33.78,44.2,8.65,172.62,Cast Iron,20,Good,0
48.08,34.83,23.39,410.43,Cast Iron,21,Good,0
37.85,51.13,19.01,700.55,Copper,38,Average,1
76.73,17.61,13.25,466.01,Steel,16,Good,0
61.32,12.27,9.37,448.27,PVC,20,Average,0
42.2,8.69,9.52,150.02,HDPE,30,Average,0
56.58,94.07,32.55,282.65,PVC,39,Average,1
78.77,42.31,26.84,237.55,Cast Iron,13,Average,0
68.3,10.46,12.17,148.05,PVC,8,Good,0
30.95,89.46,10.7,531.63,Copper,18,Poor,1
34.8,19.11,29.16,168.07,HDPE,1,Average,0
69.19,13.4,27.08,448.44,Steel,21,Average,0
50.16,37.45,21.58,351.94,Copper,50,Average,1
72.12,39.56,26.74,471.2,HDPE,24,Good,0
54.82,62.59,34.0,610.93,PVC,46,Poor,1
57.36,40.98,18.09,138.39,Steel,6,Good,0
34.35,16.01,14.05,461.78,HDPE,19,Average,0
42.57,10.91,12.22,485.26,Steel,23,Average,0
43.32,37.99,20.27,474.11,Steel,17,Average,0
77.49,24.31,14.6,171.98,Copper,7,Good,0
79.07,23.57,27.77,137.08,PVC,23,Average,0
41.86,7.75,16.38,296.6,HDPE,30,Average,0
68.16,21.03,21.96,210.55,HDPE,10,Good,0
38.76,27.43,15.34,452.06,Copper,27,Good,0
34.74,75.73,30.59,282.79,HDPE,24,Average,1
45.7,82.35,18.98,597.2,Cast Iron,28,Average,1
30.27,6.12,18.76,141.1,Copper,24,Good,0
75.7,29.69,13.1,390.39,HDPE,28,Good,0
76.7,20.45,10.6,157.75,Steel,23,Average,0
25.76,20.19,9.87,290.38,Cast Iron,48,Poor,1
33.96,19.12,34.31,57.17,Cast Iron,28,Average,0
69.31,46.24,12.45,169.68,HDPE,29,Average,0
46.83,21.38,17.46,245.41,Copper,14,Good,0
21.67,32.55,20.51,532.73,PVC,20,Poor,1
16.73,23.18,17.26,291.23,Steel,22,Average,1
53.91,32.15,17.71,436.19,HDPE,13,Good,0
56.31,60.86,24.13,981.54,Copper,35,Average,1
56.07,56.19,26.41,344.41,Steel,13,Poor,1
15.16,66.65,25.45,766.53,Cast Iron,35,Poor,1
34.75,97.01,11.91,508.32,Steel,28,Average,1
58.3,28.46,34.24,261.2,Steel,18,Average,0
49.4,26.27,34.63,344.11,Cast Iron,24,Good,0
27.51,27.43,34.11,531.88,PVC,43,Average,1
41.52,22.96,16.57,332.68,HDPE,12,Average,0
20.41,99.39,6.44,702.43,PVC,46,Poor,1
11.74,51.9,7.58,893.88,Steel,38,Average,1
37.67,30.66,14.94,269.26,Copper,21,Good,0
36.8,88.61,32.96,934.51,Cast Iron,43,Average,1
55.11,41.46,15.48,324.46,Copper,16,Poor,1
28.64,46.82,29.66,855.64,HDPE,46,Poor,1
42.68,43.0,17.09,183.47,PVC,4,Good,0
44.32,28.36,16.63,189.49,Copper,28,Good,0
41.39,41.67,21.34,284.11,Cast Iron,12,Average,0
78.49,20.77,12.11,133.52,Cast Iron,24,Good,0
14.85,83.58,15.33,454.67,Cast Iron,15,Average,1
70.76,20.03,10.03,363.25,Copper,21,Good,0
64.77,6.68,24.83,417.66,PVC,14,Good,0
75.83,11.78,26.55,79.47,Copper,4,Average,0
51.55,33.34,22.26,566.7,Cast Iron,30,Poor,1
29.53,94.64,34.28,831.12,Copper,41,Average,1
34.91,21.64,11.08,377.99,Copper,14,Average,1
72.0,42.32,21.77,202.86,Steel,26,Average,0
70.69,41.11,9.43,75.0,Cast Iron,9,Average,0
35.28,25.74,14.49,395.8,Cast Iron,8,Average,0
32.76,40.87,17.58,219.13,PVC,23,Average,0
67.57,26.9,24.62,440.19,Copper,20,Average,0
28.91,71.22,7.2,782.68,Copper,20,Average,1
39.89,38.15,27.38,238.59,Cast Iron,13,Good,0
39.82,6.16,21.35,424.95,PVC,14,Good,0
32.74,69.12,21.42,316.95,Cast Iron,25,Poor,1
79.34,35.86,19.79,228.78,PVC,15,Good,0
75.16,16.73,13.7,170.96,HDPE,18,Average,0
32.36,35.46,31.32,565.01,HDPE,16,Poor,1
56.03,81.08,19.87,253.25,HDPE,39,Average,1
12.11,37.49,25.97,761.25,PVC,10,Poor,1
72.66,23.55,32.45,130.0,HDPE,11,Average,0
19.34,71.09,27.19,645.34,Cast Iron,13,Poor,1
30.42,94.51,22.18,420.32,PVC,48,Average,1
21.34,91.34,20.44,222.58,PVC,13,Average,1
79.34,31.07,24.69,439.72,PVC,18,Good,0
61.84,28.08,26.25,391.8,Steel,6,Average,0
77.44,8.4,28.55,344.51,Copper,13,Good,0
50.47,27.46,24.12,742.64,PVC,13,Poor,1
66.56,23.33,7.76,286.01,Steel,20,Average,0
24.33,46.7,26.84,723.82,HDPE,22,Poor,1
38.9,22.09,32.45,415.92,PVC,30,Average,0
50.71,64.3,23.63,730.95,PVC,42,Poor,1
57.83,19.34,29.61,194.24,HDPE,1,Average,0
25.83,77.14,34.45,683.64,PVC,24,Average,1
52.22,11.68,14.47,367.33,Cast Iron,9,Average,0
34.04,27.89,5.63,312.2,Steel,27,Average,0
30.33,20.51,8.02,213.61,PVC,20,Average,0
20.41,89.53,20.7,680.55,Cast Iron,19,Average,1
14.44,83.8,20.28,641.5,HDPE,21,Average,1
34.43,98.61,16.03,624.8,HDPE,25,Poor,1
32.77,63.33,5.45,890.89,Cast Iron,19,Average,1
21.9,69.57,6.79,559.79,Steel,10,Poor,1
69.87,11.33,29.86,221.45,Copper,18,Good,0
10.45,60.6,10.93,893.85,Copper,49,Poor,1
15.16,57.06,12.33,426.66,Steel,35,Poor,1
70.34,6.29,28.16,60.89,Copper,11,Good,0
54.77,47.15,12.16,809.54,Steel,29,Average,1
20.71,93.06,26.39,565.39,PVC,19,Average,1
37.02,20.65,11.68,322.09,Copper,28,Good,0
61.8,19.66,30.77,327.66,Copper,1,Average,0
42.46,41.04,5.54,234.52,HDPE,12,Average,0
51.82,77.89,23.95,748.31,Copper,14,Average,1
29.76,38.63,23.84,470.47,PVC,24,Average,1
48.79,57.93,24.56,408.58,Cast Iron,48,Average,1
33.15,20.54,18.66,175.78,Cast Iron,17,Good,0
63.85,29.55,28.6,368.76,PVC,9,Good,0
16.31,52.82,16.07,702.32,Copper,34,Average,1
54.16,43.21,25.9,253.13,PVC,25,Average,0
16.37,32.88,14.25,375.95,PVC,31,Poor,1
35.12,25.03,33.82,129.02,Copper,17,Average,0
27.59,84.99,9.46,716.9,HDPE,34,Poor,1
39.19,23.97,21.46,201.05,Copper,36,Average,1
52.87,20.56,10.95,64.46,Steel,17,Good,0
59.12,54.5,10.66,845.68,HDPE,50,Average,1
58.26,41.45,15.08,310.73,HDPE,17,Average,0
74.03,6.33,29.04,317.84,HDPE,10,Good,0
79.61,5.52,31.65,76.12,Cast Iron,7,Average,0
52.09,34.38,13.92,417.48,HDPE,23,Good,0
30.82,37.53,15.36,458.86,Copper,17,Average,0
39.95,38.86,30.23,498.06,HDPE,17,Good,0
60.51,13.61,12.37,468.7,PVC,1,Good,0
17.32,88.4,31.92,774.74,Copper,29,Poor,1
30.57,77.37,5.75,598.17,PVC,30,Poor,1
42.73,49.56,10.8,215.76,HDPE,3,Average,0
42.63,70.05,19.79,842.28,Cast Iron,21,Average,1
50.17,91.13,22.16,268.61,Copper,13,Average,1
34.31,22.48,26.68,937.9,PVC,41,Poor,1
58.77,20.65,6.42,139.93,Steel,22,Good,0
52.99,87.47,6.16,767.47,HDPE,19,Average,1
47.14,23.4,26.15,335.72,Copper,4,Good,0
23.08,27.38,34.79,649.54,PVC,15,Poor,1
32.73,49.25,9.86,675.57,Cast Iron,11,Average,1
40.54,31.83,20.01,775.06,HDPE,48,Average,1
49.52,30.84,13.33,233.13,Cast Iron,21,Good,0
75.66,45.45,30.4,72.78,HDPE,11,Good,0
15.72,21.6,22.3,607.11,Copper,37,Poor,1
34.18,7.49,7.0,499.59,Cast Iron,26,Good,0
62.02,27.94,6.95,355.28,HDPE,4,Average,0
51.22,19.41,14.01,150.56,Cast Iron,5,Average,0
50.82,70.47,22.05,528.27,HDPE,19,Average,1
35.7,77.75,14.92,858.27,Copper,17,Average,1
43.48,29.81,6.08,762.71,Steel,43,Average,1
57.97,31.93,28.92,363.74,Copper,15,Average,1
18.64,98.77,9.23,587.03,Cast Iron,25,Poor,1
34.82,12.88,33.04,435.99,PVC,3,Good,0
34.06,38.12,13.84,201.22,HDPE,20,Average,0
39.82,36.8,15.33,139.92,PVC,26,Average,0
67.04,15.88,24.15,135.98,Cast Iron,28,Good,0
48.42,39.47,25.66,278.53,Steel,11,Good,0
36.61,20.11,34.1,296.02,Steel,2,Average,0
34.42,84.71,15.28,417.65,HDPE,10,Average,1
50.79,5.71,22.02,362.21,PVC,13,Average,0
27.34,88.62,17.4,247.03,Steel,10,Poor,1
57.94,34.39,10.74,187.74,Cast Iron,2,Good,0
54.04,29.34,26.9,437.16,Steel,20,Average,0
65.7,37.49,5.01,473.69,Steel,16,Good,0
63.33,39.46,10.01,84.24,Steel,12,Average,0
51.82,40.46,25.71,438.33,Copper,10,Good,0
23.96,93.54,12.88,901.5,HDPE,27,Average,1
38.54,41.26,31.29,302.39,HDPE,6,Good,0
47.0,38.6,30.05,429.78,Copper,4,Good,0
59.21,25.86,28.63,158.54,PVC,13,Good,0
77.02,26.85,17.15,220.0,Cast Iron,7,Good,0
20.14,96.47,17.33,747.68,HDPE,11,Poor,1
43.3,46.82,15.96,462.73,Cast Iron,15,Good,0
74.25,42.53,23.02,381.26,PVC,4,Average,0
51.35,13.11,30.03,122.3,Steel,3,Average,0
44.61,36.14,25.09,54.22,PVC,22,Good,0
49.35,27.68,29.38,96.66,Copper,7,Good,0
55.37,92.91,9.53,304.8,Steel,49,Poor,1
31.14,67.55,5.88,888.99,PVC,32,Average,1
37.45,49.72,9.28,228.41,Steel,4,Average,0
29.53,67.43,33.3,286.49,PVC,13,Poor,1
10.97,30.4,33.56,397.85,Copper,45,Average,1
44.6,32.79,15.01,815.87,Copper,16,Average,1
72.36,31.2,28.97,102.97,HDPE,7,Average,0
47.94,64.54,11.98,632.04,PVC,43,Average,1
40.67,29.89,32.57,287.11,Copper,28,Good,0
53.49,49.12,30.22,188.17,PVC,5,Good,0
78.99,5.65,28.37,143.08,Cast Iron,7,Good,0
44.95,11.68,27.19,79.32,PVC,6,Average,0
37.04,31.38,6.15,56.74,Cast Iron,11,Average,0
32.65,99.3,10.55,724.24,Steel,49,Average,1
36.44,13.7,23.19,142.0,PVC,17,Average,0
57.37,88.87,21.56,514.46,PVC,15,Average,1
48.39,39.74,21.5,489.59,Steel,28,Average,0
77.01,11.24,27.84,381.59,Steel,13,Good,0
57.72,51.92,31.17,795.18,Cast Iron,42,Poor,1
39.45,35.09,17.76,467.51,Cast Iron,29,Poor,1
62.43,5.14,17.64,128.1,HDPE,8,Average,0
47.13,48.26,17.13,146.13,Steel,13,Average,0
61.12,5.31,24.11,471.48,HDPE,9,Average,0
58.59,47.75,23.37,945.04,Cast Iron,33,Average,1
32.35,22.94,10.2,298.95,Copper,23,Average,0
69.44,38.92,10.51,75.68,Copper,19,Good,0
40.91,95.05,8.11,761.0,HDPE,14,Poor,1
45.88,34.19,26.08,273.69,Cast Iron,27,Average,0
40.53,15.25,11.33,158.86,PVC,25,Good,0
66.26,44.55,18.05,388.77,Copper,11,Average,0
22.44,75.51,26.25,388.5,Cast Iron,33,Poor,1
13.78,93.14,29.89,210.34,Copper,37,Average,1
36.96,10.86,30.23,183.91,PVC,21,Average,0
78.39,26.09,8.87,444.92,PVC,23,Average,0
33.52,77.94,5.21,471.66,Cast Iron,30,Poor,1
63.09,38.51,23.28,231.9,Steel,6,Good,0
67.31,15.94,34.76,69.46,PVC,4,Good,0
23.12,84.08,33.94,407.5,Copper,12,Average,1
49.43,84.06,13.57,612.92,Steel,27,Average,1
33.39,65.42,20.18,636.41,PVC,49,Poor,1
30.29,62.39,10.28,812.69,HDPE,50,Average,1
42.0,39.11,10.27,316.51,Cast Iron,14,Poor,1
51.37,67.43,28.28,963.7,Copper,10,Poor,1
21.14,92.87,7.05,511.4,HDPE,47,Average,1
43.25,86.67,12.58,491.96,Cast Iron,29,Poor,1
57.79,89.85,10.1,938.85,PVC,17,Poor,1
14.11,97.0,27.64,529.94,HDPE,17,Poor,1
44.61,30.13,31.18,70.83,HDPE,18,Average,0
43.89,66.84,31.56,549.12,Cast Iron,28,Average,1
55.89,38.41,28.17,297.71,PVC,23,Good,0
61.9,13.3,10.33,332.2,Cast Iron,27,Average,0
59.46,31.3,27.2,259.55,HDPE,20,Average,0
17.02,92.94,8.48,417.01,PVC,36,Poor,1
69.52,43.02,16.17,259.53,PVC,22,Average,0
12.83,98.07,23.43,723.96,Cast Iron,48,Average,1
72.68,43.86,19.0,120.47,PVC,12,Good,0
15.77,45.13,17.31,886.49,HDPE,14,Average,1
46.23,16.83,29.21,299.56,Cast Iron,28,Good,0
39.97,9.89,29.39,383.4,Steel,17,Good,0
58.58,72.01,15.05,743.12,Cast Iron,44,Average,1
46.51,78.41,26.53,634.29,Copper,38,Poor,1
30.34,13.14,11.91,114.38,Steel,14,Average,0
47.82,39.59,25.92,607.29,Copper,44,Poor,1
32.13,46.64,7.15,780.37,HDPE,30,Poor,1
18.25,77.13,28.19,670.87,Steel,33,Average,1
22.87,32.75,31.51,381.86,Cast Iron,45,Poor,1
40.95,29.2,27.92,860.58,HDPE,49,Average,1
23.34,95.22,5.29,212.58,Copper,42,Poor,1
28.58,48.19,12.36,407.48,PVC,30,Poor,1
27.43,67.05,31.25,546.65,PVC,48,Poor,1
54.23,16.39,30.43,351.24,PVC,19,Good,0
20.96,65.14,17.27,959.2,HDPE,22,Poor,1
52.73,8.45,18.98,396.28,Cast Iron,13,Average,0
74.18,39.43,24.63,228.89,Steel,30,Good,0
29.8,36.66,28.5,261.32,Cast Iron,34,Poor,1
50.63,80.33,30.96,370.31,PVC,33,Poor,1
57.21,45.38,32.93,245.58,Steel,6,Average,0
23.13,87.97,28.52,712.89,Copper,37,Average,1
48.39,54.08,27.82,216.69,Copper,26,Average,1
28.2,48.95,17.82,839.13,Cast Iron,48,Poor,1
37.58,36.97,14.24,202.57,Copper,19,Average,0
39.39,29.79,6.18,462.68,Steel,19,Average,0
38.37,11.68,19.99,143.34,Cast Iron,30,Good,0
50.99,81.62,8.77,437.39,HDPE,30,Poor,1
62.65,31.72,34.27,342.51,PVC,19,Good,0
55.27,66.34,10.77,698.29,Steel,18,Poor,1
32.3,47.2,28.96,468.19,PVC,16,Average,0
63.87,46.09,11.55,241.95,Steel,4,Good,0
31.85,46.86,25.72,201.0,Copper,10,Average,0
37.47,43.38,9.83,778.41,Steel,27,Poor,1
60.52,33.24,8.99,498.5,HDPE,24,Good,0
41.49,40.67,6.4,839.91,Steel,45,Average,1
54.63,7.1,12.59,435.22,Cast Iron,6,Average,0
75.62,29.12,33.99,64.7,Copper,20,Average,0
56.44,39.49,8.82,825.81,Copper,18,Poor,1
48.68,37.82,9.13,236.26,HDPE,5,Average,0
28.59,84.17,8.17,840.76,HDPE,41,Average,1
62.25,36.65,9.34,486.04,PVC,12,Good,0
28.96,70.68,19.28,765.12,Steel,50,Poor,1
56.65,79.15,33.21,313.52,PVC,35,Poor,1
53.62,32.8,24.86,985.24,Copper,17,Average,1
39.11,68.76,9.07,375.47,HDPE,23,Average,1
46.92,40.59,14.47,425.12,Copper,27,Average,0
46.86,38.44,31.94,321.32,Cast Iron,21,Good,0
47.18,95.82,34.44,550.6,PVC,37,Average,1
36.35,13.07,5.13,269.47,HDPE,27,Good,0
52.3,44.6,7.01,366.33,PVC,26,Good,0
75.61,11.36,27.17,437.67,PVC,29,Good,0
33.25,64.67,23.75,220.75,Cast Iron,12,Poor,1
23.38,25.55,20.03,273.08,PVC,14,Average,1
35.58,33.6,11.05,67.19,PVC,14,Good,0
38.22,48.0,20.9,334.8,Cast Iron,25,Good,0
37.63,40.79,27.17,376.63,PVC,20,Average,0
42.44,83.47,27.1,969.9,HDPE,14,Average,1
38.68,92.63,26.17,720.02,Steel,44,Poor,1
45.3,25.33,13.86,361.5,Steel,30,Good,0
66.82,46.91,26.39,416.64,PVC,19,Good,0
60.4,6.84,27.97,261.65,PVC,21,Good,0
75.2,24.3,16.72,263.41,HDPE,25,Good,0
29.42,41.19,10.37,504.35,Steel,37,Average,1
46.95,52.23,28.81,506.22,PVC,15,Average,1
21.93,27.97,20.31,900.84,PVC,21,Average,1
71.26,17.76,27.39,408.43,Cast Iron,16,Average,0
72.36,31.96,10.64,272.93,PVC,2,Good,0
54.97,90.9,6.79,866.24,Steel,31,Average,1
30.11,34.15,33.6,340.75,Steel,20,Good,0
42.69,72.02,21.26,555.19,HDPE,11,Poor,1
32.5,38.62,25.31,332.36,Cast Iron,25,Average,0
50.09,42.79,33.23,331.21,PVC,30,Average,0
67.57,29.98,10.91,182.1,Cast Iron,8,Good,0
64.97,40.07,14.17,336.05,HDPE,24,Good,0
35.09,48.26,17.76,479.93,Cast Iron,49,Average,1
36.85,50.41,24.41,575.99,Steel,21,Average,1
61.93,49.41,17.24,255.15,HDPE,25,Good,0
22.84,73.96,34.72,299.84,HDPE,17,Average,1
62.79,41.23,10.38,299.78,Copper,15,Good,0
46.6,74.75,25.91,947.37,Steel,13,Average,1
71.82,39.97,33.04,433.84,PVC,19,Average,0
67.36,25.51,10.59,52.73,Steel,28,Good,0
15.16,84.03,11.49,362.7,HDPE,42,Average,1
53.41,14.37,18.53,449.35,Cast Iron,20,Good,0
49.38,30.72,29.35,371.14,HDPE,3,Average,0
49.52,30.59,22.55,252.68,Copper,28,Average,0
39.33,41.44,33.72,260.69,Steel,26,Good,0
44.63,95.68,21.1,269.15,Steel,10,Average,1
12.87,26.05,17.18,619.48,PVC,34,Poor,1
17.9,95.79,16.22,883.36,HDPE,38,Average,1
39.06,37.17,30.07,123.67,PVC,22,Average,0
25.45,65.72,21.45,569.71,HDPE,37,Poor,1
48.2,78.8,30.32,976.48,Copper,11,Poor,1
53.93,98.9,32.45,965.91,HDPE,44,Average,1
35.25,97.46,26.17,285.84,Copper,37,Poor,1
58.77,36.66,6.42,298.79,Cast Iron,7,Good,0
67.8,37.2,24.31,410.25,PVC,7,Good,0
52.4,28.85,8.21,721.73,PVC,29,Poor,1
73.71,28.23,28.29,355.35,HDPE,8,Average,0
54.1,48.94,28.19,228.13,Steel,40,Poor,1
74.2,19.08,6.86,322.88,Cast Iron,28,Average,0
57.52,47.75,28.97,115.63,Steel,11,Good,0
36.16,44.97,26.83,80.47,Steel,17,Good,0
51.41,23.58,6.33,134.54,Copper,16,Average,0
42.14,79.64,33.68,911.9,HDPE,16,Average,1
35.81,80.79,21.86,937.17,HDPE,18,Average,1
11.18,50.91,18.66,235.22,Copper,13,Average,1
25.43,81.46,33.34,382.04,Steel,28,Average,1
64.54,48.17,25.5,218.53,Copper,20,Good,0
42.86,18.33,7.8,87.32,Steel,7,Good,0
46.26,14.21,27.74,395.3,HDPE,10,Average,0
47.36,48.32,27.13,508.34,HDPE,13,Average,1
18.52,67.01,19.14,543.95,PVC,47,Poor,1
16.47,71.7,15.37,798.65,Cast Iron,42,Average,1
50.84,79.56,15.31,585.76,Cast Iron,26,Poor,1
73.97,35.49,22.94,347.59,PVC,9,Average,0
36.53,24.9,22.36,413.15,Cast Iron,25,Average,0
57.12,28.45,21.46,419.51,PVC,22,Poor,1
71.59,22.06,21.28,488.94,Steel,16,Good,0
72.99,42.34,24.85,379.92,Copper,5,Average,0
14.97,59.39,9.2,643.19,Copper,23,Poor,1
71.94,28.6,14.58,162.93,Cast Iron,27,Good,0
68.19,46.06,12.89,426.27,Steel,6,Good,0
21.57,77.7,5.86,265.93,Cast Iron,45,Poor,1
31.39,82.25,12.66,858.55,HDPE,26,Poor,1
45.16,41.75,21.65,977.13,HDPE,13,Average,1
79.71,9.34,28.98,249.8,HDPE,20,Good,0
57.47,8.03,14.99,280.85,Steel,22,Average,0
52.77,13.55,29.44,361.42,Copper,18,Good,0
53.37,34.16,10.24,318.88,PVC,30,Average,0
16.9,80.6,12.26,643.93,PVC,31,Poor,1
39.57,18.9,7.08,191.98,Copper,12,Good,0
67.42,18.04,8.02,358.79,Copper,26,Average,0
26.24,49.97,34.22,346.64,Cast Iron,24,Poor,1
34.74,28.73,11.65,396.84,Copper,15,Poor,1
58.97,12.63,27.45,186.42,Copper,22,Average,0
51.68,40.36,26.96,494.34,PVC,18,Good,0
64.35,8.52,6.21,90.31,Steel,16,Average,0
16.29,55.91,19.69,479.02,Copper,34,Poor,1
39.16,5.29,7.53,317.96,Cast Iron,6,Average,0
12.33,87.93,21.99,884.16,PVC,42,Poor,1
28.84,81.24,10.83,732.03,PVC,37,Poor,1
38.8,29.74,23.97,410.06,HDPE,11,Average,0
72.13,7.31,31.2,150.29,PVC,4,Average,0
77.12,6.63,6.24,320.78,PVC,25,Average,0
13.01,31.71,12.35,541.59,HDPE,43,Poor,1
41.39,41.17,24.44,302.51,Copper,25,Good,0
17.24,41.04,30.83,684.99,Cast Iron,25,Average,1
59.6,33.5,17.78,471.4,Steel,23,Average,1
56.99,25.79,19.2,397.74,Steel,6,Good,0
36.74,19.48,11.2,337.06,Cast Iron,19,Average,0
39.26,47.98,7.53,927.2,Copper,31,Poor,1
13.42,74.84,21.52,836.65,PVC,40,Average,1
49.96,40.03,9.14,162.27,Copper,5,Average,0
27.18,41.47,16.12,281.6,Steel,35,Poor,1
20.23,79.41,30.41,914.24,Copper,47,Average,1
17.5,86.06,19.94,512.04,Steel,10,Average,1
54.1,59.61,17.8,493.58,Cast Iron,27,Average,1
17.38,40.15,26.44,977.58,Copper,29,Poor,1
39.43,45.46,34.97,827.26,Copper,23,Poor,1
13.44,31.96,10.34,688.82,Steel,20,Average,1
44.33,29.35,26.6,383.85,Steel,24,Average,0
29.53,92.24,31.94,926.72,Steel,36,Average,1
59.36,32.36,33.33,780.7,Copper,24,Average,1
25.45,95.97,7.59,525.35,HDPE,25,Average,1
11.08,35.45,32.62,694.2,PVC,21,Poor,1
15.94,76.45,17.81,447.43,PVC,48,Poor,1
41.43,81.75,9.61,890.87,Cast Iron,17,Poor,1
29.76,60.06,23.15,749.27,PVC,19,Average,1
52.36,15.43,32.68,218.83,PVC,12,Average,0
30.98,91.34,31.1,853.06,Cast Iron,43,Poor,1
17.78,35.85,17.29,620.28,Copper,14,Poor,1
18.73,33.85,7.42,709.47,Steel,33,Average,1
52.49,39.14,18.56,171.98,Cast Iron,1,Good,0
36.59,70.16,32.32,681.61,Copper,30,Average,1
45.25,78.7,23.45,937.39,Cast Iron,20,Poor,1
37.38,17.78,26.24,139.29,HDPE,10,Good,0
25.15,93.27,27.02,858.26,PVC,44,Poor,1
35.3,45.27,15.88,751.77,Copper,16,Poor,1
29.34,75.25,14.19,816.76,HDPE,16,Poor,1
63.81,11.06,11.21,118.29,Copper,7,Good,0
62.23,18.86,11.41,221.84,Cast Iron,11,Good,0
57.45,22.64,10.9,814.23,Copper,43,Average,1
18.61,90.53,16.45,695.6,Copper,18,Average,1
55.64,97.39,19.57,687.88,Steel,23,Average,1
43.22,16.58,32.5,148.54,HDPE,24,Average,0
58.01,24.59,16.3,50.72,PVC,29,Average,0
47.95,38.14,26.13,943.65,Cast Iron,38,Average,1
44.32,91.93,33.12,340.8,Cast Iron,46,Average,1
45.98,92.18,23.77,280.38,PVC,11,Average,1
47.57,80.97,14.31,333.65,PVC,21,Poor,1
39.9,82.92,9.69,793.65,PVC,47,Average,1
10.13,22.77,32.25,911.81,PVC,25,Poor,1
40.35,47.22,15.79,414.58,Cast Iron,7,Good,0
58.42,33.67,6.16,375.63,Steel,20,Good,0
20.63,87.08,22.42,971.01,HDPE,41,Average,1
33.33,31.76,19.6,418.65,Copper,24,Poor,1
31.39,53.07,20.67,892.96,Steel,17,Poor,1
47.45,49.6,15.17,462.6,HDPE,22,Average,0
30.07,39.38,27.82,227.22,Copper,22,Average,0
42.82,26.47,21.17,394.29,Cast Iron,26,Good,0
61.59,9.68,28.5,244.88,HDPE,23,Good,0
59.8,66.21,27.44,207.06,Cast Iron,14,Poor,1
61.26,7.67,28.7,240.36,Cast Iron,2,Good,0
52.03,90.54,8.06,447.22,PVC,40,Average,1
46.4,11.06,11.01,106.75,PVC,12,Good,0
48.54,51.53,12.34,983.31,Steel,40,Poor,1
37.54,61.44,6.44,257.45,Copper,19,Average,1
44.74,28.58,10.89,341.24,Copper,28,Average,0
40.45,32.13,30.52,444.79,Cast Iron,9,Average,0
11.52,31.68,15.76,457.05,Cast Iron,49,Poor,1
34.87,31.14,32.3,268.02,Cast Iron,13,Good,0
43.03,86.17,17.83,248.83,HDPE,11,Average,1
37.02,53.29,21.96,742.12,HDPE,26,Average,1
38.3,27.78,33.55,984.5,HDPE,13,Poor,1
30.83,33.36,29.65,159.39,Copper,21,Good,0
50.8,68.85,11.42,226.67,HDPE,47,Average,1
61.64,44.85,8.94,484.51,HDPE,18,Average,0
49.42,33.78,12.44,101.29,PVC,26,Good,0
70.85,43.52,23.18,334.41,Copper,8,Average,0
49.99,30.48,18.75,341.43,Cast Iron,25,Average,0
36.84,92.09,34.42,740.8,HDPE,14,Average,1
57.13,49.31,7.46,158.6,Steel,18,Good,0
73.16,15.05,16.27,52.15,HDPE,14,Good,0
50.85,44.42,31.95,876.18,PVC,42,Poor,1
